StartTime,EndTime,HeatDemand,ElectricityPrice,Boilers,NetProductionCost
12/02/2023 07.00.00,12/02/2023 08.00.00,"6,27","864,83","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,534, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-735,041"
12/02/2023 08.00.00,12/02/2023 09.00.00,"6,51","1056,9","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1253,63"
12/02/2023 08.00.00,12/02/2023 09.00.00,"6,51","1056,9","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,582, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1253,63"
12/02/2023 09.00.00,12/02/2023 10.00.00,"6,71","1004,78","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1112,906"
12/02/2023 09.00.00,12/02/2023 10.00.00,"6,71","1004,78","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,622, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1112,906"
12/02/2023 10.00.00,12/02/2023 11.00.00,"6,59","1002,18","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1105,886"
12/02/2023 10.00.00,12/02/2023 11.00.00,"6,59","1002,18","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,598, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1105,886"
12/02/2023 11.00.00,12/02/2023 12.00.00,"6,41","900,34","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-830,918"
12/02/2023 11.00.00,12/02/2023 12.00.00,"6,41","900,34","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,562, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-830,918"
12/02/2023 12.00.00,12/02/2023 13.00.00,"6,28","790,61","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-534,647"
12/02/2023 12.00.00,12/02/2023 13.00.00,"6,28","790,61","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,536, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-534,647"
12/02/2023 13.00.00,12/02/2023 14.00.00,"6,26","756,88","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-443,576"
12/02/2023 13.00.00,12/02/2023 14.00.00,"6,26","756,88","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,532, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-443,576"
12/02/2023 14.00.00,12/02/2023 15.00.00,"6,53","740,73","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-399,971"
12/02/2023 14.00.00,12/02/2023 15.00.00,"6,53","740,73","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,586, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-399,971"
12/02/2023 15.00.00,12/02/2023 16.00.00,"6,48","733,8","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-381,26"
12/02/2023 15.00.00,12/02/2023 16.00.00,"6,48","733,8","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,576, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-381,26"
12/02/2023 16.00.00,12/02/2023 17.00.00,"6,45","877,86","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-770,222"
12/02/2023 16.00.00,12/02/2023 17.00.00,"6,45","877,86","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,57, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-770,222"
12/02/2023 17.00.00,12/02/2023 18.00.00,"6,14","1123,45","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1433,315"
12/02/2023 17.00.00,12/02/2023 18.00.00,"6,14","1123,45","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,508, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1433,315"
12/02/2023 18.00.00,12/02/2023 19.00.00,"6,3","1247,03","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1766,981"
12/02/2023 18.00.00,12/02/2023 19.00.00,"6,3","1247,03","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,54, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1766,981"
12/02/2023 19.00.00,12/02/2023 20.00.00,"6,17","1002,63","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1107,101"
12/02/2023 19.00.00,12/02/2023 20.00.00,"6,17","1002,63","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,514, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1107,101"
12/02/2023 20.00.00,12/02/2023 21.00.00,"6,1","1002,33","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1106,291"
12/02/2023 20.00.00,12/02/2023 21.00.00,"6,1","1002,33","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,5, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1106,291"
12/02/2023 21.00.00,12/02/2023 22.00.00,"6,09","797,16","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-552,332"
12/02/2023 21.00.00,12/02/2023 22.00.00,"6,09","797,16","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,498, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-552,332"
12/02/2023 22.00.00,12/02/2023 23.00.00,"6,09","767,38","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-471,926"
12/02/2023 22.00.00,12/02/2023 23.00.00,"6,09","767,38","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,498, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-471,926"
12/02/2023 23.00.00,13/02/2023 00.00.00,"6,03","734,85","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-384,095"
12/02/2023 23.00.00,13/02/2023 00.00.00,"6,03","734,85","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,486, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-384,095"
13/02/2023 00.00.00,13/02/2023 01.00.00,"6,08","773,11","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-487,397"
13/02/2023 00.00.00,13/02/2023 01.00.00,"6,08","773,11","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,496, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-487,397"
13/02/2023 01.00.00,13/02/2023 02.00.00,"6,18","753,01","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-433,127"
13/02/2023 01.00.00,13/02/2023 02.00.00,"6,18","753,01","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,516, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-433,127"
13/02/2023 02.00.00,13/02/2023 03.00.00,"6,26","751,67","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-429,509"
13/02/2023 02.00.00,13/02/2023 03.00.00,"6,26","751,67","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,532, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-429,509"
13/02/2023 03.00.00,13/02/2023 04.00.00,"6,39","766,93","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-470,711"
13/02/2023 03.00.00,13/02/2023 04.00.00,"6,39","766,93","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,558, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-470,711"
13/02/2023 04.00.00,13/02/2023 05.00.00,"6,96","773,33","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-487,991"
13/02/2023 04.00.00,13/02/2023 05.00.00,"6,96","773,33","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,672, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-487,991"
13/02/2023 05.00.00,13/02/2023 06.00.00,"7,09","818,15","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-609,005"
13/02/2023 05.00.00,13/02/2023 06.00.00,"7,09","818,15","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,698, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-609,005"
13/02/2023 06.00.00,13/02/2023 07.00.00,"7,34","1170,72","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1560,944"
13/02/2023 06.00.00,13/02/2023 07.00.00,"7,34","1170,72","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,748, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1560,944"
13/02/2023 07.00.00,13/02/2023 08.00.00,"6,84","1459,72","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2341,244"
13/02/2023 07.00.00,13/02/2023 08.00.00,"6,84","1459,72","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,648, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2341,244"
13/02/2023 08.00.00,13/02/2023 09.00.00,"6,94","1505,28","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2464,256"
13/02/2023 08.00.00,13/02/2023 09.00.00,"6,94","1505,28","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,668, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2464,256"
13/02/2023 09.00.00,13/02/2023 10.00.00,"6,86","1460,61","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2343,647"
13/02/2023 09.00.00,13/02/2023 10.00.00,"6,86","1460,61","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,652, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2343,647"
13/02/2023 10.00.00,13/02/2023 11.00.00,"6,73","1290,5","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1884,35"
13/02/2023 10.00.00,13/02/2023 11.00.00,"6,73","1290,5","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,626, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1884,35"
13/02/2023 11.00.00,13/02/2023 12.00.00,"6,46","1049,67","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1234,109"
13/02/2023 11.00.00,13/02/2023 12.00.00,"6,46","1049,67","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,572, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1234,109"
13/02/2023 12.00.00,13/02/2023 13.00.00,"6,21","916,42","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-874,334"
13/02/2023 12.00.00,13/02/2023 13.00.00,"6,21","916,42","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,522, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-874,334"
13/02/2023 13.00.00,13/02/2023 14.00.00,"6,26","893,34","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-812,018"
13/02/2023 13.00.00,13/02/2023 14.00.00,"6,26","893,34","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,532, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-812,018"
13/02/2023 14.00.00,13/02/2023 15.00.00,"6,34","893,34","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-812,018"
13/02/2023 14.00.00,13/02/2023 15.00.00,"6,34","893,34","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,548, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-812,018"
13/02/2023 15.00.00,13/02/2023 16.00.00,"6,66","900,78","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-832,106"
13/02/2023 15.00.00,13/02/2023 16.00.00,"6,66","900,78","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,612, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-832,106"
13/02/2023 16.00.00,13/02/2023 17.00.00,"6,71","1118,39","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1419,653"
13/02/2023 16.00.00,13/02/2023 17.00.00,"6,71","1118,39","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,622, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1419,653"
13/02/2023 17.00.00,13/02/2023 18.00.00,"6,81","1400,01","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2180,027"
13/02/2023 17.00.00,13/02/2023 18.00.00,"6,81","1400,01","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,642, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2180,027"
13/02/2023 18.00.00,13/02/2023 19.00.00,"6,47","1651,19","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2858,213"
13/02/2023 18.00.00,13/02/2023 19.00.00,"6,47","1651,19","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,574, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2858,213"
13/02/2023 19.00.00,13/02/2023 20.00.00,"6,26","1538,03","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2552,681"
13/02/2023 19.00.00,13/02/2023 20.00.00,"6,26","1538,03","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,532, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2552,681"
13/02/2023 20.00.00,13/02/2023 21.00.00,"6,2","1398,52","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2176,004"
13/02/2023 20.00.00,13/02/2023 21.00.00,"6,2","1398,52","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,52, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2176,004"
13/02/2023 21.00.00,13/02/2023 22.00.00,"6,22","1257,52","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1795,304"
13/02/2023 21.00.00,13/02/2023 22.00.00,"6,22","1257,52","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,524, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1795,304"
13/02/2023 22.00.00,13/02/2023 23.00.00,"6,15","1198,34","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1635,518"
13/02/2023 22.00.00,13/02/2023 23.00.00,"6,15","1198,34","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,51, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1635,518"
13/02/2023 23.00.00,14/02/2023 00.00.00,"6,19","1117,57","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1417,439"
13/02/2023 23.00.00,14/02/2023 00.00.00,"6,19","1117,57","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,518, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1417,439"
14/02/2023 00.00.00,14/02/2023 01.00.00,"6,15","1010,17","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1127,459"
14/02/2023 00.00.00,14/02/2023 01.00.00,"6,15","1010,17","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,51, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1127,459"
14/02/2023 01.00.00,14/02/2023 02.00.00,"6,33","985,59","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1061,093"
14/02/2023 01.00.00,14/02/2023 02.00.00,"6,33","985,59","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,546, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1061,093"
14/02/2023 02.00.00,14/02/2023 03.00.00,"6,32","984,39","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1057,853"
14/02/2023 02.00.00,14/02/2023 03.00.00,"6,32","984,39","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,544, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1057,853"
14/02/2023 03.00.00,14/02/2023 04.00.00,"6,38","984,1","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1057,07"
14/02/2023 03.00.00,14/02/2023 04.00.00,"6,38","984,1","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,556, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1057,07"
14/02/2023 04.00.00,14/02/2023 05.00.00,"7,02","985,59","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1061,093"
14/02/2023 04.00.00,14/02/2023 05.00.00,"7,02","985,59","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,684, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1061,093"
14/02/2023 05.00.00,14/02/2023 06.00.00,"7,21","1057,17","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1254,359"
14/02/2023 05.00.00,14/02/2023 06.00.00,"7,21","1057,17","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,722, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1254,359"
14/02/2023 06.00.00,14/02/2023 07.00.00,"7,4","1238,09","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1742,843"
14/02/2023 06.00.00,14/02/2023 07.00.00,"7,4","1238,09","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,76, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1742,843"
14/02/2023 07.00.00,14/02/2023 08.00.00,"6,92","1489,63","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2422,001"
14/02/2023 07.00.00,14/02/2023 08.00.00,"6,92","1489,63","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,664, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2422,001"
14/02/2023 08.00.00,14/02/2023 09.00.00,"7,06","1541,69","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2562,563"
14/02/2023 08.00.00,14/02/2023 09.00.00,"7,06","1541,69","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,692, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2562,563"
14/02/2023 09.00.00,14/02/2023 10.00.00,"7,02","1345,2","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2032,04"
14/02/2023 09.00.00,14/02/2023 10.00.00,"7,02","1345,2","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,684, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2032,04"
14/02/2023 10.00.00,14/02/2023 11.00.00,"7,12","1029,83","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1180,541"
14/02/2023 10.00.00,14/02/2023 11.00.00,"7,12","1029,83","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,704, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1180,541"
14/02/2023 11.00.00,14/02/2023 12.00.00,"7,08","1036,53","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1198,631"
14/02/2023 11.00.00,14/02/2023 12.00.00,"7,08","1036,53","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,696, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1198,631"
14/02/2023 12.00.00,14/02/2023 13.00.00,"7,08","970,99","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1021,673"
